ID, First Name, Last Name, Money Available, Concerts Purchased, TicketMiner Membership, Username, Password, Transaction Count
52,Anthony,Casillas,2930.98,0,Yes,casillasanthony,REDACTED,0
59,Matthieu,Enriquez,1116.70,0,Yes,enriquezmatthieu,REDACTED,0
130,Alondra,Gonzalez,3864.52,0,No,gonzalezalondra,REDACTED,0
146,First,Last,5175.60,0,No,lastfirst,REDACTED,0
77,Sebastian,Marquez,4117.36,0,Yes,marquezsebastian,REDACTED,0
22,Cruella,DeVil,5140.87,0,No,cruelladevil,REDACTED,0
32,Quasimodo,Disney,5492.43,0,No,quasimododisney,REDACTED,0
78,Cia,Martin,2401.31,0,No,martincia,REDACTED,0
3,Minnie,Mouse,1949.71,0,No,minniemouse,REDACTED,0
36,Stitch,Disney,2275.56,0,Yes,stitchdisney,REDACTED,0
116,Kid,Cuddi,1116.50,0,Yes,cuddikid,REDACTED,0
57,Tenzin,Draduk,5196.92,0,Yes,draduktenzin,REDACTED,0
97,Juan,Reyes,978.30,0,No,reyesjuan,REDACTED,0
55,Ridley,Dean,2073.61,0,Yes,deanridley,REDACTED,0
119,Christina,Perez,2848.95,0,No,perezchristina,REDACTED,0
118,Jason,Durulo,2690.16,0,Yes,durulojason,REDACTED,0
138,Cindy,Zhu,2807.37,0,No,zhucindy,REDACTED,0
35,Lilo,Disney,2884.93,0,No,lilodisney,REDACTED,0
95,Carlos,Rappa,2682.01,0,Yes,rappacarlos,REDACTED,0
155,Lebron,James,928.23,0,Yes,jameslebron,REDACTED,0
7,Dale,Disney,2311.62,0,Yes,daledisney,REDACTED,0
63,Eugenio,Fernandez,1475.25,0,Yes,fernandezeugenio,REDACTED,0
79,Patty,Martinez,3594.60,0,Yes,martinezpatty,REDACTED,0
105,Adrian,Sifuentes,940.32,0,No,sifuentesadrian,REDACTED,0
87,Jason,Ortiz,4111.09,0,No,ortizjason,REDACTED,0
17,Buzz,Lightyear,3902.73,0,Yes,buzzlightyear,REDACTED,0
58,Maria,Duron,3053.29,0,No,duronmaria,REDACTED,0
132,Estefania,Fernadez,1472.35,0,Yes,fernadezestefania,REDACTED,0
158,Stephen,Curry,5113.14,0,Yes,currystephen,REDACTED,0
48,Caelyn,Campos,3461.39,0,Yes,camposcaelyn,REDACTED,0
60,Lucas,Esquivel,1634.44,0,Yes,esquivellucas,REDACTED,0
106,Alejandro,Solano,2780.11,0,No,solanoalejandro,REDACTED,0
141,Emiliano,Garcia,3875.90,0,No,garciaemiliano,REDACTED,0
69,Maurizio,Gonzalez,5268.00,0,No,gonzalezmaurizio,REDACTED,0
82,Daniel,Montellano Pinon,1147.16,0,No,montellano pinondaniel,REDACTED,0
121,Emilio,Rojero,1762.45,0,Yes,rojeroemilio,REDACTED,0
162,Water,Bottle,3189.73,0,Yes,bottlewater,REDACTED,0
108,Alondra,Tarango,2026.71,0,No,tarangoalondra,REDACTED,0
126,Sofia,Vergara,4883.50,0,No,vergarasofia,REDACTED,0
139,Jake,Mayers,5745.82,0,No,mayersjake,REDACTED,0
148,Avery,Whittman,5518.65,0,No,whittmanavery,REDACTED,0
81,Daniela,Molina-Najera,2987.42,0,Yes,molina-najeradaniela,REDACTED,0
114,Luis,Zepeda-Rodriguez,1503.25,0,No,zepeda-rodriguezluis,REDACTED,0
31,Prince,Eric,4809.49,0,Yes,princeeric,REDACTED,0
91,Elian,Pena Ramos,1756.66,0,Yes,pena ramoselian,REDACTED,0
73,Armando,Levario Alvarez,2024.54,0,Yes,levario alvarezarmando,REDACTED,0
83,Daniel,Morales,2294.29,0,No,moralesdaniel,REDACTED,0
71,Anisa,Hyder,4447.92,0,Yes,hyderanisa,REDACTED,0
70,Emiliano,Huerta,4750.73,0,No,huertaemiliano,REDACTED,0
128,Tom,Holland,4134.54,0,No,hollandtom,REDACTED,0
88,Jose,Ortiz Zarate,5282.23,0,Yes,ortiz zaratejose,REDACTED,0
160,Burger,King,3527.60,0,No,kingburger,REDACTED,0
75,Carlos,Marin,2207.92,0,No,marincarlos,REDACTED,0
117,Victoria,Lopez,1629.10,0,Yes,lopezvictoria,REDACTED,0
93,Isabel,Quinones,4508.89,0,No,quinonesisabel,REDACTED,0
103,Ares,Salazar,5713.30,0,No,salazarares,REDACTED,0
115,Kid,Rock,5753.08,0,No,rockkid,REDACTED,0
56,Sam,Dominguez-Flores,2025.68,0,Yes,dominguez-floressam,REDACTED,0
123,Denisse,Loya,4386.81,0,No,loyadenisse,REDACTED,0
11,Aladdin,Disney,3309.31,0,No,aladdindisney,REDACTED,0
4,Goofy,Disney,5848.49,0,No,goofydisney,REDACTED,0
43,David,Bai,3293.33,0,Yes,baidavid,REDACTED,0
109,Gabriel,Tovar,1100.51,0,Yes,tovargabriel,REDACTED,0
20,Beast,Disney,1343.31,0,Yes,beastdisney,REDACTED,0
53,Brian,Casio Iracheta,2328.06,0,Yes,casio irachetabrian,REDACTED,0
29,Evil,Queen,1331.94,0,No,evilqueen,REDACTED,0
124,Fatima,Ortiz,1888.04,0,No,ortizfatima,REDACTED,0
14,Aurora,Disney,2563.82,0,Yes,auroradisney,REDACTED,0
137,Daniel,Reyes,2190.53,0,Yes,reyesdaniel,REDACTED,0
84,Jesus,Munoz,4514.20,0,No,munozjesus,REDACTED,0
74,Miranda,Macias,2743.20,0,No,maciasmiranda,REDACTED,0
30,Pinocchio,Disney,5379.80,0,Yes,pinocchiodisney,REDACTED,0
26,Shere,Khan,5056.34,0,Yes,sherekhan,REDACTED,0
140,Urvi,Beltran,5617.83,0,Yes,beltranurvi,REDACTED,0
136,Julieta,Rodriguez,3770.85,0,No,rodriguezjulieta,REDACTED,0
25,Gaston,Disney,3352.16,0,No,gastondisney,REDACTED,0
16,Woody,Disney,3315.15,0,No,woodydisney,REDACTED,0
100,Jonus,Ronquillo,3088.07,0,Yes,ronquillojonus,REDACTED,0
90,Frida,Pena,1565.15,0,Yes,penafrida,REDACTED,0
122,Daniel,Mejia,1066.23,0,No,mejiadaniel,REDACTED,0
